Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export
J,"Azar, D; Perrichot, V; Neraudeau, D; Nel, A",,,,"Azar, D; Perrichot, V; Neraudeau, D; Nel, A",,,"New psychodids from the Cretaceous ambers of Lebanon and France, with a discussion of Eophlebotomus connectens Cockerell, 1920 (Diptera, Psychodidae)",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,,,English,Article,,,,,,,CHARENTE-MARITIME,"Two new psychodid flies, Eophlebotomus gezei sp. nov. and E. carentonensis sp. nov., are described from Lebanese and French Lower Cretaceous ambers. They are considered here to form part of the same genus as the Upper Cretaceous Burmese amber, Eophlebotomus connectens Cockerell, 1920. These discoveries allow the description of the antenna and male genitalia of this enigmatic genus. Although the new species of Eophlebotomus share numerous characters with the Phlebotominae, especially the male genital structures, we retain this genus in the stem-group of the Sycoracinae and Trichomyiinae.","[Azar, D; Nel, A] Museum Natl Hist Nat, Entomol Lab, F-75005 Paris, France; Museum Natl Hist Nat, CNRS, UMR 8569, F-75005 Paris, France; [Perrichot, V; Neraudeau, D]Univ Rennes 1, CNRS, UMR 6118, F-35042 Rennes, France","Perrichot, V (corresponding author), Museum Natl Hist Nat, Entomol Lab, 45 Rue Buffon, F-75005 Paris, France.",,"Azar, Dany L/E-4154-2010; Azar, Dany/AAF-7387-2020; Perrichot, Vincent/I-4134-2019","Azar, Dany/0000-0002-4485-197X; Perrichot, Vincent/0000-0002-7973-0430",,,,18,82,98,0,1,ENTOMOLOGICAL SOC AMER,LANHAM,"10001 DEREKWOOD LANE, STE 100, LANHAM, MD 20706-4876 USA",0013-8746,,,ANN ENTOMOL SOC AM,Ann. Entomol. Soc. Am.,MAR,2003,96,2,,,,,117,126,,10.1603/0013-8746(2003)096[0117:NPFTCA]2.0.CO;2,,,10,Entomology,Entomology,666FT,WOS:000182167000003,,,,,20/07/2021
J,"Grimaldi, DA",,,,"Grimaldi, DA",,,"First amber fossils of the extinct family Protopsyllidiidae, and their phylogenetic significance among Hemiptera",INSECT SYSTEMATICS & EVOLUTION,,,English,Article,,,,,,,,"Two new species of a new genus, Postopsyllidium rebeccae and P. emilyae, are described, which are preserved in amber from northern Myanmar and central New Jersey, USA (100-90 myo), respectively. These are the first specimens of the hemipteran family Protopsyllidiidae found in amber and the latest occurrence of the family, some 50 my later than previous records; all others are compressions in rocks (many of them just wings) from the Late Permian to the Early Cretaceous. Postopsyllidium emilyae is also the first record of the group from the Western Hemisphere. A catalogue of Protopsyllidiidae is provided as well as an hypothesis of phylogenetic relationships among genera, though monophyly of the family is ambiguous. Postopsyllidium appears to be a recently derived genus, and four genera are removed from the family. Complete preservation in amber allows new insight into relationships, specifically that Postopsyllidium, and perhaps most or all Protopsyllidiidae, represent an extinct sister group to the Sternorrhyncha that retain features of some Auchenorrhyncha. Radiations of true Sternorrhyncha began in the Jurassic and Cretaceous, by which time the Protopsyllidiidae were apparently already relicts.","[Grimaldi, DA] Amer Museum Nat Hist, Div Invertebrate Zool, New York, NY 10024 USA","Grimaldi, DA (corresponding author), Amer Museum Nat Hist, Div Invertebrate Zool, Cent Pk W 79th St, New York, NY 10024 USA.",grimaldi@amnh.org,,,,,,40,26,30,0,3,APOLLO BOOKS,STENSTRUP,"KIRKEBY SAND, 19, DK-5771 STENSTRUP, DENMARK",1399-560X,,,INSECT SYST EVOL,Insect Syst. Evol.,,2003,34,3,,,,,329,344,,10.1163/187631203788964746,,,16,Evolutionary Biology; Entomology,Evolutionary Biology; Entomology,729WN,WOS:000185798200006,,,,,20/07/2021
J,"Grimaldi, D",,,,"Grimaldi, D",,,"A revision of Cretaceous mantises and their relationships, including New Taxa (Insecta : Dictyoptera : Mantodea)",AMERICAN MUSEUM NOVITATES,,,English,Article,,,,,,,COCKROACH FAMILIES; PHYLOGENETIC HISTORIES; BLATTARIA; WOOD,"All genera of Cretaceous mantises are reviewed, and diagnoses of some are revised based on re-examination of type specimens. Five new Mantodea are described from Cretaceous deposits on four continents, including: concretions in limestone from the Santana Formation of northeast Brazil (Aptian, 120 Ma), inclusions in amber from the Raritan Formation of New Jersey, USA (Turonian, 90 Ma), and in amber from undetermined formations of Lebanon (Barremian, 125 Ma) and northern Myanmar (Burma) (approximately early Cenomanian to late Albian, 100 Ma). Prior to this, virtually all of the oldest mantises were from five Cretaceous localities in Eurasia. New Mantodea are Santanmantis axelrodi, n. gen., n. sp. (Brazil); Ambermantis wozniaki, n. gen., n. sp. (New Jersey); Jersimantis burmiticus, n. sp. (Myaninar); and Burmantis asiatica and B. lebanensis, n. gen. and n. spp. (Myanmar and Lebanon, respectively). The first two are based on adults, the last three on nymphs. Cladistic analysis of 26 morphological characters and 20 taxa, including living families and well-preserved fossils, indicates that Cretaceous mantises are phylogenetically basal to all living species and do not belong to the most basal living families Chaeteessidae, Mantoididae, and Metallyticidae. The classification of Cretaceous Mantodea is revised, which includes Santanmantidae, n. fam. and Ambermantidae, n. fam. Stratigraphic and cladistic ranks of taxa, with now improved fossil sampling, indicate that the order Mantodea is relatively recent like Isoptera (termites), with an origin no earlier than Late Jurassic. Superfamily Mantoidea, comprising three families and 95% of the Recent species in the order, radiated in the Early Tertiary to produce the exuberance of forms seen today.","[Grimaldi, D] Amer Museum Nat Hist, Div Invertebrate Zool, New York, NY 10024 USA; [Grimaldi, D]CUNY, Dept Ecol & Evolut Biol, New York, NY 10021 USA; [Grimaldi, D]Cornell Univ, Dept Entomol, Ithaca, NY 14853 USA; [Grimaldi, D]Columbia Univ, Dept Ecol Evolutionary & Environm Biol, New York, NY 10027 USA","Grimaldi, D (corresponding author), Amer Museum Nat Hist, Div Invertebrate Zool, New York, NY 10024 USA.",grimaldi@amnh.org,,,,,,53,51,60,0,17,AMER MUSEUM NATURAL HISTORY,NEW YORK,"ATTN: LIBRARY-SCIENTIFIC PUBLICATIONS DISTRIBUTION, CENTRAL PK WEST AT 79TH ST, NEW YORK, NY 10024-5192 USA",0003-0082,1937-352X,,AM MUS NOVIT,Am. Mus. Novit.,Jul-28,2003,,3412,,,,,1,47,,10.1206/0003-0082(2003)412<0001:AROCMA>2.0.CO;2,,,45,Biodiversity Conservation; Zoology,Biodiversity & Conservation; Zoology,708AE,WOS:000184543100001,,,,,20/07/2021
J,"Grimaldi, D; Amorim, DD; Blagoderov, V",,,,"Grimaldi, D; Amorim, DD; Blagoderov, V",,,The Mesozoic family Archizelmiridae (Diptera : Insecta),JOURNAL OF PALEONTOLOGY,,,English,Article,,,,,,,,"A nematocerous fly family known previously only from one species and specimen from the Upper Jurassic of Karatau, Kazakhstan, Archizelmiridae is expanded here to include additional records preserved as compression fossils and ones in amber. The compressions are from the Upper Jurassic of Shar-Teg, Mongolia and Lower Cretaceous of Baissa, Transbaikal, with a new species, Archizelmira baissa, from Baissa. Particularly significant are three finely preserved new species and genera in ambers from the Cretaceous Period: Zelmiarcha lebanensis (Lebanon: Lower Aptian), Archimelzira americana (New Jersey: Turonian), and Burmazelmira aristica (Burma [Myanmar]: mid-Cretaceous). The latter two species interestingly possess stylate antennae, those of Burmazelmira being the only aristate antennae in the order Diptera outside the suborder Brachycera. A cladogram is presented for the relationships among archizelmirid species, cladistic rank of which correlates with stratigraphic age. Transformation series of the antennal flagellum in Archizelmiridae corresponds with one recently hypothesized for the Brachycera, wherein the style and arista are derived from the apical flagellomere(s). The family appears to be a member of the extant group Sciaroidea, which includes fungus gnats and gall midges, though precise relationships remain unclear.","[Grimaldi, DA; Blagoderov, V] Amer Museum Nat Hist, Div Invertebrates, New York, NY 10024 USA; [Amorim, DD] Univ Sao Paulo, Fac Filosofia Ciencias & Letras Ribeirao Pret, Dept Biol, BR-14040901 Ribeirao Preto, SP, Brazil","Grimaldi, D (corresponding author), Amer Museum Nat Hist, Div Invertebrates, Cent Pk W 79th St, New York, NY 10024 USA.",grimaldi@amnh.org; dsamorim@usp.br; vblago@amnh.org,"Amorim, Dalton/D-5606-2012; Blagoderov, Vladimir/F-6105-2010","Amorim, Dalton/0000-0001-5224-8276; ",,,,14,21,25,0,4,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0022-3360,1937-2337,,J PALEONTOL,J. Paleontol.,MAR,2003,77,2,,,,,368,381,,10.1666/0022-3360(2003)077<0368:TMFADI>2.0.CO;2,,,14,Paleontology,Paleontology,663KZ,WOS:000182005900011,,,,,20/07/2021
J,[Anonymous],,,,[Anonymous],,,"Fossil Limoniidae (Diptera, Tipulomorpha) from Lower Cretaceous Burmese amber of Myanmar",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"Two new species of the family Limoniidae, Dicranoptycha fragmentata sp. nov. and Rhabdomastix (Palaeogonomyia) jarzembowskii sp. nov. from Burmese amber are described. Both genera were previously known only from Tertiary deposits and their discovery in the Late Albian Burmese amber of Myanmar extends their stratigraphic range significantly.","[Krzeminski, W] Institute of Systematics and Evolution of Animals , Polish Academy of Sciences , ul. Slawkowska 17, Kraköw, 31016, Poland","Polish Acad Sci, Inst Systemat & Evolut Anim, Ul Slawkowska 17, PL-31016 Krakow, Poland.",,,"Krzeminski, Wieslaw/0000-0001-5685-891X",,,,0,5,8,0,1,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,123,125,,,,,3,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600007,,,,,20/07/2021
J,[Anonymous],,,,[Anonymous],,,Scale insects (Hemiptera: Coccinea) from Cretaceous Myanmar (Burmese) amber,JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"Scale insect inclusions have been found in 14 pieces of Lower Cretaceous (Upper Albian) Myanmar (Burmese) amber housed in the Natural History Museum, London. Burmacoccus danyi gen. et sp. nov. (Burmacoccidae fam. nov.), Albicoccus dimai gen. et sp. nov. (Albicoccidae fam. nov.), both archeococcids, and Marmyan barbarae gen. et sp. nov., a neococcid incertae sedis, are established on the basis of winged mates, while an immature specimen of uncertain relationship is described. All of these taxa are considered to be extinct. Since each specimen represents a different group, the Burmese scale insects must have been abundant and diverse. They are also highly specialised (small size, reduced wing venation, microtrichia, long penial sheath, diverse tail devices), suggesting that the main radiation and specialisation of scale insects occurred prior to the Cretaceous.","[Koteja, J]Agr Univ Krakow, Dept Zool & Ecol, Al Mickiewicza 24, PL-30059 Krakow, Poland.","Agr Univ Krakow, Dept Zool & Ecol, Al Mickiewicza 24, PL-30059 Krakow, Poland.",,,,,,,0,15,16,0,2,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,109,114,,10.1017/S1477201904001166,,,6,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600005,,,,,20/07/2021
J,"Borkent, A; Grimaldi, DA",,,,"Borkent, A; Grimaldi, DA",,,"The earliest fossil mosquito (Diptera : Culicidae), in mid-Cretaceous Burmese amber",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,,,English,Article,,,,,,amber; mosquito; Culicidae; Burmese; Cretaceous,ANOPHELINAE DIPTERA; FINE-STRUCTURE; AEDES-AEGYPTI; PHYLOGENY; SENSILLA; PEGS,"Burmaculex antiquus new genus, new species, is described from a single partially preserved adult female in Burmese amber. The fossil has several plesiomorphic features, indicating that it is the sister group of all other fossil and extant Culicidae: a relatively short proboscis, the palpi extending beyond the apex of the proboscis, a clypeus with several setae, and the palpus without scales. Antennal and mouthpart structure suggest the female of this fossil species was a vertebrate blood feeder. The age of Burmese amber has been estimated as between Upper Albian to Turonian, 100-90 million years ago but the origins of the Culicidae are likely significantly older. The sister group of the Culicidae are the Chaoboridae, known as Jurassic fossils, and the Culicidae therefore must be equally as old. Although fossil adults of the two families may not be distinct at this early stage of evolution, the immatures would likely provide distinguishing features.","[Borkent, A] Royal British Columbia Museum, Amer Museum Nat Hist, Enderby, BC V0E 1V3, Canada; [Borkent, A]Inst Nacl Biodiversidad, Enderby, BC V0E 1V3, Canada; [Grimaldi, D] Amer Museum Nat Hist, Div Invertebrate Zool, New York, NY 10024 USA","Borkent, A (corresponding author), Royal British Columbia Museum, Amer Museum Nat Hist, 1171 Mallory Rd, Enderby, BC V0E 1V3, Canada.",aborkent@jetstream.net; grimaldi@amnh.org,,,,,,22,34,42,0,11,ENTOMOLOGICAL SOC AMER,LANHAM,"10001 DEREKWOOD LANE, STE 100, LANHAM, MD 20706-4876 USA",0013-8746,,,ANN ENTOMOL SOC AM,Ann. Entomol. Soc. Am.,SEP,2004,97,5,,,,,882,888,,10.1603/0013-8746(2004)097[0882:TEFMDC]2.0.CO;2,,,7,Entomology,Entomology,857GJ,WOS:000224104100004,,Bronze,,,20/07/2021
J,[Anonymous],,,,"Szadziewski, R",,,"Biting midges (Diptera: Ceratopogonidae) from Burmese amber, Myanmar",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"Four new species in the extant genera Austroconops Wirth & Lee and Leptoconops Skuse are described from Burmese amber: Austroconops asiaticus, Leptoconops burmiticus, L. myanmaricus and L. rossi. Johannsenomyia swinhoei Cockerell is redescribed and assigned to the extinct genus Atriculicoides Remm, which is treated as an indicator group characteristic of the Cretaceous period.","[Szadziewski, R] Univ Gdansk, Dept Invertebrate Zool, Pilsudskiego 46, PL-81378 Gdynia, Poland.","Univ Gdansk, Dept Invertebrate Zool, Pilsudskiego 46, PL-81378 Gdynia, Poland.",,,"Szadziewski, Ryszard/0000-0002-2899-6861",,,,0,10,16,0,1,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,115,121,,,,,7,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600006,,,,,20/07/2021
J,[Anonymous],,,,"Jennings, John T.; Austin, Andrew D.; Stevens, Nicholas B.",,,"Hyptiogastrites electrinus Cockerell, 1917, from Myanmar (Burmese) amber: Redescription and its placement within the Evanioidea (Insecta: Hymenoptera)",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"The wasp Hyptiogostrites electrinus Cockerell, 1917, from the Lower Cretaceous (Upper Albian) Myanmar (Burmese) amber is redescribed from the well-preserved holotype and its relationship with extant Aulacidae and Gasteruptiidae (Hymenoptera: Evanioidea) evaluated. Although the wing venation is identical to the majority of extant Hyptiogastrinae (Gasteruptiidae), phylogenetic analysis places H. electrinus as sister taxon to the Aulacidae s.str., (i.e. Aulacus + Pristaulacus). Thus, Hyptiogastrinae is confirmed as having a restricted Southern Hemisphere distribution (i.e. Australasia and South America). Consistent-with this result, H. electrinus is included within a slightly more broadly defined Aulacidae rather than being placed in a new monotypic family. Characters that align this species with the Aulacidae include: having small circular eyes, percurrent Y-shaped notauli, pyramidal shape of the propodeum and the presence of a groove or ovipositor guide on the hind coxae.","[Jennings, JT] School of Agriculture & Wine Science, and Centre for Evolutionary Biology & Biodiversity , The University of Adelaide , Glen Osmond, SA, 5064, Australia; [Austin, AD] School of Earth & Environmental Sciences, and Centre for Evolutionary Biology & Biodiversity , The University of Adelaide , SA, 5005, Australia; [Stevens, NB] School of Earth & Environmental Sciences, and Centre for Evolutionary Biology & Biodiversity , The University of Adelaide , SA, 5005, Australia","Univ Adelaide, Sch Agr & Wine Sci, Glen Osmond, SA 5064, Australia.",,,"Jennings, John/0000-0003-3031-6316",,,,0,10,14,0,2,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,127,132,,,,,6,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600008,,,,,20/07/2021
J,[Anonymous],,,,"Szwedo,  Jacek",,,"Niryasaburnia gen. nov for 'Liburnia' burmitina Cockerell, 1917, from Cretaceous Myanmar (Burmese) amber (Hemiptera, Fulgoromorpha: Achilidae)",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"A new generic name, Niryasaburnia, is established for the Cretaceous Liburnia burmitina Cockerell described from Burmese amber. This new genus can be placed in the family Achilidae and supertribe Apatesonites, but is of uncertain tribal position.","[Szwedo, J] Museum and Institute of Zoology , Polish Academy of Sciences , Wilcza 64, Warszawa, PL 00679, Poland","Polish Acad Sci, Museum & Inst Zool, Wilcza 64, PL-00679 Warsaw, Poland.",,"Szwedo, Jacek/B-4774-2013","Szwedo, Jacek/0000-0002-2796-9538",,,,0,7,11,0,4,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,105,107,,,,,3,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600004,,,,,20/07/2021
J,"Poinar, G; Brown, AE",,,,"Poinar, G; Brown, AE",,,"A new genus of primitive crane flies (Diptera : tanyderidae) in cretaceous burmese amber, with a summary of fossil tanyderids",PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,,,English,Article,,,,,,Dacochile n. gen.; Dacochile microsoma n. sp.; tanyderidae; burmese amber; cretaceous,,"A new genus and species of primitive crane flies, Dacochile microsoma Poinar and Brown (Tanyderidae) is described from Cretaceous Burmese amber. It differs from extant and extinct members of the family by the following combination of characters: small size (wing length, 2.8 mm), reduced anal lobe, hyaline wing membrane, crossvein cua-a(1) forming cell cua, very short vein R2+3, very long terminal maxillary palps, and mandibles. The well-developed mandibles indicate that the species obtained food by piercing and sucking. A list of fossil tanyderids is presented.","[Poinar, G; Brown, AE] Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA","Poinar, G (corresponding author), Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA.",poinarg@casco.net,,,,,,22,19,23,0,1,ENTOMOL SOC WASHINGTON,WASHINGTON,"SMITHSONIAN INSTITUTION DEPT ENTOMOLOGY, WASHINGTON, DC 20560 USA",0013-8797,,,P ENTOMOL SOC WASH,Proc. Entomol. Soc. Wash.,APR,2004,106,2,,,,,339,345,,,,,7,Entomology,Entomology,810AE,WOS:000220676400009,,,,,20/07/2021
J,[Anonymous],,,,"Engel, MS",,,The dustywings in Cretaceous Burmese amber (Insecta: Neuroptera: Coniopterygidae),JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"The dustywing fauna (Neuroptera: Coniopterygidae) of Upper Albian Burmese amber is revised. Two species are recognised, one belonging to the subfamily Aleuropteryginae and one to the Coniopteryginae. The aleuropterygine species is placed in the genus Glaesoconis (Glaesoconis baliopteryx sp. nov.), a previously known fontenelleine genus from New Jersey and Siberian ambers. The apparent coniopterygine differs in several features of wing venation and is therefore placed in its own tribe: Phthanoconini nov. (Phthanoconis burmitica gen. et sp. nov.). A revised key to Cretaceous dustywing genera is provided.","[Engel, MS] Division of Entomology, Natural History Museum and Department of Ecology and Evolutionary Biology , University of Kansas , Snow Hall, 1460 Jayhawk Boulevard, Lawrence, KS, 660457523, USA","Univ Kansas, Museum Nat Hist, Div Entomol, Snow Hall,1460 Jayhawk Blvd, Lawrence, KS 66045 USA.",,"Engel, Michael S/C-5461-2012","Engel, Michael S/0000-0003-3067-077X",,,,0,10,17,0,1,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1477-2019,1478-0941,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,133,136,,10.1017/S1477201904001191,,,4,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600009,,,,,20/07/2021
J,[Anonymous],,,,"Engel, MS",,,Thorny lacewings (Neuroptera: Rhachiberothidae) in Cretaceous amber from Myanmar,JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"Fossils of thorny lacewings, family Rhachiberothidae, are described from LowerCretaceous (Albian) amber from Myanmar (Burma). A new genus and species, Eorhachiberotha burmitica gen. et sp. nov., is characterised from a well preservedindividual while a second species is reported from a fragmentary specimen. The geological history of the family is briefly reviewed. Whalfera nom. nov. is proposed for Fera Whalley (nec Fera Hong), an enigmatic, putative rhachiberothid in British amber (Baltic amber).","[Engel, MS] Univ Kansas, Museum Nat Hist, Div Entomol, Snow Hall,1460 Jayhawk Blvd, Lawrence, KS 66045 USA.","Univ Kansas, Museum Nat Hist, Div Entomol, Snow Hall,1460 Jayhawk Blvd, Lawrence, KS 66045 USA.",,"Engel, Michael S/C-5461-2012","Engel, Michael S/0000-0003-3067-077X",,,,0,0,0,0,2,CAMBRIDGE UNIV PRESS,NEW YORK,"40 WEST 20TH ST, NEW YORK, NY 10011-4211 USA",1477-2019,,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,137,140,,,,,4,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600010,,,,,20/07/2021
J,[Anonymous],,,,"Penney, D",,,A new genus and species of Pisauridae (Araneae) in Cretaceous Burmese amber,JOURNAL OF SYSTEMATIC PALAEONTOLOGY,,,English,Article,,,,,,,,"The oldest pisaurid spider Palaeohygropoda myanmarensis gen. et sp. nov. (Araneae: Pisauridae) is described from 100-107 Mya (Albian) Cretaceous amber (Burmite) from Myanmar (Burma). This specimen extends the known range of the familyby approximately 60 My from the previously oldest record in Baltic amber. It predicts the presence of the extant spider families Zorocratidae, Tengellidae,Amaurobiidae and Nicodamidae at the same point in time and extends the ghost lineages of the remaining lycosoids, the stiphidioids, titanoecoids and Dionycha to the same point, thus providing further evidence that spiders were not severely affected by the end-Cretaceous mass extinction event. The new species provides evidence for freshwater habitats in the Cretaceous amber forest and isalso the oldest record of a spider specialised for locomotion across the water surface film. The extant genus Hygropoda, to which the new genus is closely related, needs taxonomic revision.","[Penney, D] Univ Manchester, Oxford Rd, Manchester M13 9PL, Lancs, England.","Univ Manchester, Oxford Rd, Manchester M13 9PL, Lancs, England.",,,,,,,0,0,0,0,7,CAMBRIDGE UNIV PRESS,NEW YORK,"40 WEST 20TH ST, NEW YORK, NY 10011-4211 USA",1477-2019,,,J SYST PALAEONTOL,J. Syst. Palaeontol.,JUN,2004,2,2,,,,,141,145,,,,,5,Evolutionary Biology; Paleontology,Evolutionary Biology; Paleontology,914RF,WOS:000228244600011,,,,,20/07/2021
